question,answer
진짜 컴퓨터 재미있어ㅠㅠ,정말요! 더 이야기해주세요 😊
헬로 알려줘,헬로! 잘 지내셨나요?
혹시 피아노 공부중이야,흥미롭네요! 더 자세히 이야기해봐요.
영어 공부 어떻게 해요,"매일 조금씩 듣기, 읽기, 쓰기를 연습하는 게 좋아요!"
왜 외로워,외로움은 누구나 느끼는 감정이에요. 저와 이야기해요!
배드민턴 잘 하고 싶어ㅎㅎ,흥미롭네요! 더 자세히 이야기해봐요.
엄청 화나,잠깐 쉬면서 좋아하는 걸 해보세요. 기분이 나아질 거예요.
진짜 역사 끝냈어ㅠㅠ,흥미롭네요! 더 자세히 이야기해봐요.
오늘도 뉴욕 해봤어?,흥미롭네요! 더 자세히 이야기해봐요.
오늘도 우동 시작했어 진짜,흥미롭네요! 더 자세히 이야기해봐요.
서울 하면 어때ㅠㅠ,정말요! 더 이야기해주세요 😊
진짜 제주도 너무 어려워ㅎㅎ,관심을 갖고 계시는군요! 어떤 점이 궁금하세요?
피아노 왜 하는 거야ㅎㅎ,그렇군요! 어떤 경험을 하셨인지 이야기해주세요.
영어 공부 어떻게 해 알려줘,"매일 조금씩 듣기, 읽기, 쓰기를 연습하는 게 좋아요!"
안녕하세요 말해줘,안녕하세요! 무엇을 도와드릴까요?
혹시 유도 시작했어?,정말요! 더 이야기해주세요 😊
수영 배우고 싶어,수영은(는) 기초 기술부터 차근차근 배우면 금방 실력이 늘어요!
오늘도 농구 포기했어 진짜,좋은 생각이에요! 조금 더 알려주시면 도움이 될 것 같아요.
나 불안해,깊게 숨을 쉬고 현재에 집중하는 게 도움이 돼요.
오늘도 무술 어려워,멋진 경험이 될 것 같아요! 어떤 부분부터 시작하고 싶으세요?
오늘도 와플에 대해 알려줘,멋진 경험이 될 것 같아요! 어떤 부분부터 시작하고 싶으세요?
오늘도 배드민턴 배우고 싶어요,좋은 생각이에요! 조금 더 알려주시면 도움이 될 것 같아요.
나 안녕하세요,안녕하세요! 무엇을 도와드릴까요?
혹시 삼겹살에 대해 알려줘 진짜,좋은 생각이에요! 조금 더 알려주시면 도움이 될 것 같아요.
요즘 통계학 하면 어때ㅠㅠ,좋은 도전이에요! 최선을 다해보세요. 응원해요!
오늘도 첼로 끝냈어 진짜,흥미롭네요! 더 자세히 이야기해봐요.
갑자기 클라리넷 공부중이야 정말,함께 이야기해봐요! 어떤 부분이 궁금하세요?
원래 피아노 재미있어 진짜,처음엔 누구나 그렇게 느껴요. 천천히 해봐요!
마카오 언제부터 했어,관심을 갖고 계시는군요! 어떤 점이 궁금하세요?
요즘 스키 쉬워 정말,정말 멋진 선택이에요! 꾸준히 하면 분명 결과가 있을 거예요.
클라리넷 배우고 싶어ㅎㅎ,함께 이야기해봐요! 어떤 부분이 궁금하세요?
진짜 클라이밍 끝냈어,흥미롭네요! 더 자세히 이야기해봐요.
마카롱 맛있어,마카롱이 맛있으셨군요! 어디서 드셨어요?
요즘 와플 하면 어때ㅎㅎ,좋은 생각이에요! 조금 더 알려주시면 도움이 될 것 같아요.
오늘도 시카고 진짜 재미있어,정말요! 더 이야기해주세요 😊
오늘도 발리 좋아해요,멋진 경험이 될 것 같아요! 어떤 부분부터 시작하고 싶으세요?
혹시 짜장면 언제부터 했어ㅠㅠ,좋은 생각이에요! 조금 더 알려주시면 도움이 될 것 같아요.
기분이 좋아 어때요,기분이 좋으시군요! 좋은 일이 있으셨나요?
원래 삼겹살 너무 어려워 진짜,정말 멋진 선택이에요! 꾸준히 하면 분명 결과가 있을 거예요.
어떻게 아파,많이 아프시군요. 심하면 병원에 가보시는 게 좋을 것 같아요.
갑자기 한국무용 재미있어 진짜,관심을 갖고 계시는군요! 어떤 점이 궁금하세요?
진짜 배우 해봤어 정말,좋은 도전이에요! 최선을 다해보세요. 응원해요!
원래 정치 쉬워ㅠㅠ,좋은 도전이에요! 최선을 다해보세요. 응원해요!
마케터 어떻게 되나요,마케터이 되는 방법은 진로 상담을 받아보거나 관련 정보를 찾아보세요!
많이 설레,행복한 순간을 즐기세요! 좋은 하루 되세요!
요즘 짜장면 하면 어때 정말,좋은 도전이에요! 최선을 다해보세요. 응원해요!
갑자기 의사 하면 어때 정말,처음엔 누구나 그렇게 느껴요. 천천히 해봐요!
원래 어부 하면 어때 정말,좋은 생각이에요! 조금 더 알려주시면 도움이 될 것 같아요.
진짜 기자 언제부터 했어ㅎㅎ,관심을 갖고 계시는군요! 어떤 점이 궁금하세요?
요즘 배구에 도전하고 싶어,좋은 도전이에요! 최선을 다해보세요. 응원해요!
허리가 아파요?,장시간 앉아 있으면 허리에 무리가 가요. 자주 스트레칭 하세요.
나 통계학에 대해 알려줘 정말,좋은 생각이에요! 조금 더 알려주시면 도움이 될 것 같아요.
배드민턴 장비 뭐가 필요해,배드민턴을(를) 시작하려면 기본 장비부터 갖추는 게 중요해요!
원래 삼겹살 배우고 싶어 진짜,좋은 생각이에요! 조금 더 알려주시면 도움이 될 것 같아요.
필라테스 배우고 싶어요,정말요! 더 이야기해주세요 😊
요즘 바이올린 해봤어?,좋은 생각이에요! 조금 더 알려주시면 도움이 될 것 같아요.
진짜 마카롱에 도전하고 싶어?,좋은 생각이에요! 조금 더 알려주시면 도움이 될 것 같아요.
미술 해봤어ㅠㅠ,좋은 생각이에요! 조금 더 알려주시면 도움이 될 것 같아요.
마카오 얼마나 걸려,마카오까지 거리는 출발지에 따라 다르니 지도 앱으로 확인해보세요!
기타 어떻게 시작해,기타을(를) 시작하려면 기초 강습을 먼저 들어보는 게 좋아요!
요즘 배구 배우고 싶어 정말,좋은 생각이에요! 조금 더 알려주시면 도움이 될 것 같아요.
오늘도 비보이 왜 하는 거야ㅎㅎ,흥미롭네요! 더 자세히 이야기해봐요.
좋은 방법 알려줘,어떤 상황인지 좀 더 이야기해주시면 도움이 될 것 같아요!
나 방콕 포기했어,정말요! 더 이야기해주세요 😊
요즘 한국무용 끝냈어요,정말 멋진 선택이에요! 꾸준히 하면 분명 결과가 있을 거예요.
연필화 하루에 얼마나 연습해야 해,연필화은(는) 매일 30분씩 꾸준히 연습하는 게 효과적이에요!
우쿨렐레 잘 하고 싶어?,흥미롭네요! 더 자세히 이야기해봐요.
요즘 불고기 추천해줘,함께 이야기해봐요! 어떤 부분이 궁금하세요?
나 스노보드 언제부터 했어,정말요! 더 이야기해주세요 😊
바리스타 자격증이 필요해,바리스타에 필요한 자격증은 관련 기관 홈페이지에서 확인해보세요!
오늘도 방콕 왜 하는 거야ㅎㅎ,좋은 도전이에요! 최선을 다해보세요. 응원해요!
창업하고 싶어,시장 조사와 사업 계획서 작성부터 시작하는 게 좋아요!
원래 나고야 좋아해ㅎㅎ,멋진 경험이 될 것 같아요! 어떤 부분부터 시작하고 싶으세요?
진짜 농구 언제부터 했어요,처음엔 누구나 그렇게 느껴요. 천천히 해봐요!
진짜 수학 왜 하는 거야ㅎㅎ,함께 이야기해봐요! 어떤 부분이 궁금하세요?
뭐 먹을까?,기분에 따라 좋아하는 음식 드세요! 뭐 좋아하세요?
진짜 제주도 배우고 싶어,정말요! 더 이야기해주세요 😊
요즘 나고야 잘 하고 싶어ㅠㅠ,관심을 갖고 계시는군요! 어떤 점이 궁금하세요?
오늘도 요가 포기했어ㅎㅎ,관심을 갖고 계시는군요! 어떤 점이 궁금하세요?
회계사 자격증이 필요해,회계사에 필요한 자격증은 관련 기관 홈페이지에서 확인해보세요!
요즘 수학 좋아해 진짜,흥미롭네요! 더 자세히 이야기해봐요.
요즘 바이올린 어려워?,멋진 경험이 될 것 같아요! 어떤 부분부터 시작하고 싶으세요?
갑자기 프로그래머 추천해줘 정말,멋진 경험이 될 것 같아요! 어떤 부분부터 시작하고 싶으세요?
혹시 홍콩 끝냈어ㅎㅎ,정말요! 더 이야기해주세요 😊
나 로스앤젤레스 왜 하는 거야ㅎㅎ,멋진 경험이 될 것 같아요! 어떤 부분부터 시작하고 싶으세요?
물 얼마나 마셔야 해 어때요,"하루 8잔, 약 2리터의 물이 좋아요!"
수원 여행 계획 중이야,수원 여행 기대되겠어요! 현지 날씨와 입장료 등을 미리 확인해보세요.
오늘도 로마 왜 하는 거야요,그렇군요! 어떤 경험을 하셨인지 이야기해주세요.
암스테르담 어때,암스테르담은(는) 가볼 만한 훌륭한 여행지예요!
오늘도 철학 너무 어려워 진짜,함께 이야기해봐요! 어떤 부분이 궁금하세요?
혹시 서울 진짜 재미있어?,좋은 도전이에요! 최선을 다해보세요. 응원해요!
시험이 걱정돼,지금까지 준비한 걸 믿고 최선을 다하세요!
진짜 농구 배우고 싶어ㅎㅎ,함께 이야기해봐요! 어떤 부분이 궁금하세요?
어떻게 밥 먹었어,맛있게 드셨나요? 무엇을 드셨어요?
탱고 어려워ㅎㅎ,정말 멋진 선택이에요! 꾸준히 하면 분명 결과가 있을 거예요.
혹시 심리학 잘 하고 싶어 진짜,멋진 경험이 될 것 같아요! 어떤 부분부터 시작하고 싶으세요?
오늘도 피자 재미있어요,정말 멋진 선택이에요! 꾸준히 하면 분명 결과가 있을 거예요.
혹시 권투 너무 어려워ㅠㅠ,좋은 생각이에요! 조금 더 알려주시면 도움이 될 것 같아요.
나 제주도 공부중이야?,관심을 갖고 계시는군요! 어떤 점이 궁금하세요?
진짜 교토 왜 하는 거야ㅎㅎ,좋은 생각이에요! 조금 더 알려주시면 도움이 될 것 같아요.
혹시 검사 너무 어려워요,좋은 도전이에요! 최선을 다해보세요. 응원해요!
나 제주도 공부중이야ㅎㅎ,좋은 생각이에요! 조금 더 알려주시면 도움이 될 것 같아요.
진짜 디자이너 끝냈어?,멋진 경험이 될 것 같아요! 어떤 부분부터 시작하고 싶으세요?
포기 안 해,그 마음가짐이 최고예요! 절대 포기하지 마세요!
원래 탁구 시작했어 진짜,정말 멋진 선택이에요! 꾸준히 하면 분명 결과가 있을 거예요.
비보이 강사 추천해줘,비보이 강습은 지역 문화센터나 유튜브 강의를 먼저 찾아보세요!
바리스타 좋아해?,정말요! 더 이야기해주세요 😊
원래 우동 진짜 재미있어ㅎㅎ,정말 멋진 선택이에요! 꾸준히 하면 분명 결과가 있을 거예요.
원래 우쿨렐레 재미있어요,관심을 갖고 계시는군요! 어떤 점이 궁금하세요?
원래 건축가 왜 하는 거야?,그렇군요! 어떤 경험을 하셨인지 이야기해주세요.
요즘 샌프란시스코 언제부터 했어?,관심을 갖고 계시는군요! 어떤 점이 궁금하세요?
나 영어 공부중이야ㅎㅎ,처음엔 누구나 그렇게 느껴요. 천천히 해봐요!
요즘 비빔밥에 도전하고 싶어ㅎㅎ,정말 멋진 선택이에요! 꾸준히 하면 분명 결과가 있을 거예요.
너 똑똑해,과찬이에요! 더 잘 하도록 노력할게요!
요즘 로스앤젤레스 좋아해요,함께 이야기해봐요! 어떤 부분이 궁금하세요?
나 배우 공부중이야,좋은 생각이에요! 조금 더 알려주시면 도움이 될 것 같아요.
요즘 라스베이거스 잘 하고 싶어ㅠㅠ,함께 이야기해봐요! 어떤 부분이 궁금하세요?
진짜 생물 해봤어요,흥미롭네요! 더 자세히 이야기해봐요.
드럼 재미있어,드럼이(가) 재미있으시군요! 계속 즐겁게 배워나가세요!
갑자기 지리 하면 어때,정말요! 더 이야기해주세요 😊
원래 달리기 어려워ㅎㅎ,멋진 경험이 될 것 같아요! 어떤 부분부터 시작하고 싶으세요?
정말 친절해,정말요? 기분이 좋아지는 말이에요! 감사해요!
원래 서핑 포기했어 진짜,관심을 갖고 계시는군요! 어떤 점이 궁금하세요?
갑자기 회에 대해 알려줘 진짜,좋은 도전이에요! 최선을 다해보세요. 응원해요!
갑자기 도예에 대해 알려줘,좋은 생각이에요! 조금 더 알려주시면 도움이 될 것 같아요.
나 가수 좋아해ㅠㅠ,처음엔 누구나 그렇게 느껴요. 천천히 해봐요!
오늘도 과학 공부중이야 정말,좋은 도전이에요! 최선을 다해보세요. 응원해요!
갑자기 발레 배우고 싶어?,흥미롭네요! 더 자세히 이야기해봐요.
혹시 순대 쉬워 진짜,좋은 도전이에요! 최선을 다해보세요. 응원해요!
간호사 쉬워?,그렇군요! 어떤 경험을 하셨인지 이야기해주세요.
오늘도 피자 배우고 싶어ㅠㅠ,관심을 갖고 계시는군요! 어떤 점이 궁금하세요?
저 무기력해,무기력할 때는 작은 것부터 하나씩 해보는 게 좋아요.
원래 기타에 도전하고 싶어?,함께 이야기해봐요! 어떤 부분이 궁금하세요?
진짜 군인 어려워요,멋진 경험이 될 것 같아요! 어떤 부분부터 시작하고 싶으세요?
갑자기 팬케이크 진짜 재미있어 진짜,흥미롭네요! 더 자세히 이야기해봐요.
오늘도 간호사 잘 하고 싶어ㅠㅠ,좋은 도전이에요! 최선을 다해보세요. 응원해요!
갑자기 의사 너무 어려워?,처음엔 누구나 그렇게 느껴요. 천천히 해봐요!
커피 마실래 알려줘,커피는 하루의 활력소죠! 어떤 커피를 좋아하세요?
나 강릉 하면 어때ㅠㅠ,그렇군요! 어떤 경험을 하셨인지 이야기해주세요.
약사 시작했어?,그렇군요! 어떤 경험을 하셨인지 이야기해주세요.
나 가수에 도전하고 싶어ㅠㅠ,관심을 갖고 계시는군요! 어떤 점이 궁금하세요?
요즘 현대무용 너무 어려워 진짜,멋진 경험이 될 것 같아요! 어떤 부분부터 시작하고 싶으세요?
갑자기 피자에 도전하고 싶어ㅎㅎ,처음엔 누구나 그렇게 느껴요. 천천히 해봐요!
혹시 프로그래머 시작했어요,그렇군요! 어떤 경험을 하셨인지 이야기해주세요.
나 한국무용 하면 어때ㅠㅠ,좋은 생각이에요! 조금 더 알려주시면 도움이 될 것 같아요.
맥주 마시고 싶어 말해줘,가끔 시원한 맥주 한 잔은 좋죠! 과음은 주의하세요!
혹시 농부에 도전하고 싶어요,흥미롭네요! 더 자세히 이야기해봐요.
요즘 발레 포기했어,함께 이야기해봐요! 어떤 부분이 궁금하세요?
오늘도 탁구 끝냈어요,멋진 경험이 될 것 같아요! 어떤 부분부터 시작하고 싶으세요?
한계가 뭐야,"실시간 인터넷 검색, 전화하기 등은 할 수 없어요. 대화만 가능해요!"
